0	47
1	51
2	51
3	44
4	47
5	46
6	35
7	47
8	47
9	48
10	33
11	42
12	51
13	45
14	45
15	44
16	43
17	54
18	39
19	49
20	44
21	42
22	57
23	38
24	65
25	55
26	43
27	70
28	52
29	51
30	43
31	52
32	75
33	53
34	54
35	77
36	68
37	68
38	55
39	61
40	66
41	78
42	64
43	61
44	58
45	68
46	64
47	75
48	61
49	56
50	76
51	54
52	55
53	54
54	75
55	90
56	68
57	64
58	62
59	71
60	74
61	88
62	60
63	74
64	74
65	59
66	67
67	69
68	70
69	75
70	61
71	69
72	72
73	60
74	58
75	67
76	57
77	75
78	68
79	80
80	64
81	70
82	61
83	58
84	72
85	49
86	65
87	56
88	62
89	61
90	60
91	86
92	94
93	106
94	180
95	364
96	646
97	1255
98	2238
99	3247
100	3651
101	3107
102	2066
103	1105
104	458
105	158
106	64
107	56
108	50
109	57
110	49
111	48
112	36
113	47
114	45
115	2
116	1
117	2
118	1
119	3
120	1
121	18
122	54
123	229
124	309
125	216
126	76
127	9
128	1
129	0
130	0
131	0
132	0
133	0
134	0
