0	119.666666667
1	123.333333333
2	121.333333333
3	127.666666667
4	120.333333333
5	121.0
6	118.333333333
7	115.0
8	127.0
9	131.333333333
10	137.0
11	173.0
12	291.0
13	625.666666667
14	857.0
15	769.333333333
16	359.666666667
17	159.333333333
18	114.666666667
19	136.666666667
20	126.333333333
21	129.333333333
22	129.333333333
23	124.0
24	117.333333333
25	131.333333333
26	135.333333333
27	126.666666667
28	128.0
29	145.333333333
30	120.666666667
31	121.666666667
32	138.0
33	127.333333333
34	132.333333333
35	125.666666667
36	151.333333333
37	155.666666667
38	167.666666667
39	213.666666667
40	220.666666667
41	178.666666667
42	149.666666667
43	128.666666667
44	135.666666667
45	119.666666667
46	125.0
47	138.333333333
48	130.666666667
49	131.666666667
50	136.333333333
51	146.0
52	132.0
53	119.0
54	131.333333333
55	140.666666667
56	135.0
57	136.0
58	143.333333333
59	127.0
60	139.333333333
61	134.666666667
62	148.0
63	137.0
64	138.0
65	138.0
66	147.333333333
67	154.0
68	177.666666667
69	226.333333333
70	244.666666667
71	210.0
72	169.666666667
73	139.666666667
74	139.666666667
75	133.333333333
76	139.333333333
77	148.333333333
78	136.0
79	130.333333333
80	122.666666667
81	149.333333333
82	137.0
83	129.0
84	146.666666667
85	261.0
86	256.0
87	258.666666667
88	265.666666667
89	259.0
90	259.0
91	273.666666667
92	257.0
93	262.666666667
94	273.333333333
95	261.0
96	289.666666667
97	319.0
98	371.333333333
99	429.333333333
100	468.333333333
101	416.333333333
102	367.666666667
103	307.666666667
104	269.333333333
105	299.666666667
106	268.0
107	290.0
108	279.333333333
109	273.666666667
110	290.333333333
111	300.0
112	288.333333333
113	278.666666667
114	293.666666667
115	116.666666667
116	149.0
117	236.333333333
118	364.666666667
119	576.666666667
120	1039.0
121	1844.0
122	3263.33333333
123	5460.0
124	8060.0
125	8810.66666667
126	6922.66666667
127	3801.0
128	1480.66666667
129	410.0
130	92.3333333333
131	31.3333333333
132	19.3333333333
133	17.0
134	14.0
