0		0
1		0
2		0
3		0
4		0
5		0
6		0
7		0
8		0
9		0
10		0
11		0
12		0
13		0
14		0
15		0
16		0
17		0
18		0
19		0
20		0
21		0
22		0
23		0
24		0
25		0
26		0
27		0
28		0
29		0
30		0
31		0
32		0
33		0
34		0
35		0
36		0
37		0
38		0
39		0
40		0
41		0
42		0
43		0
44		0
45		0
46		0
47		0
48		0
49		0
50		0
51		0
52		0
53		0
54		0
55		0
56		0
57		0
58		0
59		0
60		0
61		0
62		0
63		0
64		0
65		0
66		0
67		0
68		0
69		0
70		0
71		0
72		0
73		0
74		0
75		0
76		0
77		0
78		0
79		0
80		0
81		0
82		0
83		0
84		0
85		0
86		0
87		0
88		0
89		0
90		0
91		0
92		0
93		0
94		0
95		0
96		0
97		7
98		233
99		2168
100		6224
101		8657
102		9132
103		8979
104		9035
105		9132
106		9021
107		8671
108		8785
109		8597
110		8674
111		8480
112		8608
113		8416
114		8444
115		8201
116		8175
117		8311
118		8280
119		8510
120		8557
121		8705
122		8594
123		8578
124		8458
125		8174
126		8285
127		8090
128		8219
129		8034
130		8136
131		8011
132		7810
133		7944
134		7768
135		7841
136		7909
137		7867
138		7743
139		7600
140		7577
141		7513
142		7613
143		7549
144		7659
145		7633
146		7806
147		7633
148		7879
149		7804
150		7802
151		8044
152		8114
153		8093
154		7710
155		6593
156		6006
157		5914
158		5803
159		5726
160		5640
161		5603
162		5347
163		5363
164		5211
165		5142
166		4989
167		5098
168		4844
169		4674
170		4847
171		4698
172		4639
173		4538
174		4407
175		4276
176		4337
177		4290
178		4238
179		4138
180		4093
181		3990
182		4117
183		3865
184		3924
185		3869
186		3867
187		3925
188		3847
189		3829
190		3870
191		3811
192		3754
193		3791
194		3752
195		3732
196		3716
197		3663
198		3654
199		3505
200		3501
201		3602
202		3476
203		3458
204		3477
205		3453
206		3433
207		3346
208		3247
209		3168
210		3269
211		3232
212		3255
213		3179
214		3117
215		3166
216		3140
217		3183
218		3299
219		11032
220		62496
221		119010
222		61542
223		9935
224		2117
225		1858
226		1986
227		1870
228		1926
229		1837
230		1856
231		1827
232		1876
233		1765
234		1825
235		1790
236		1751
237		1799
238		1790
239		1747
240		1784
241		1704
242		1687
243		1737
244		1697
245		1756
246		1773
247		1715
248		1670
249		1740
250		1721
251		1701
252		1717
253		1776
254		1722
255		1663
256		1648
257		1759
258		1713
259		1754
260		1691
261		1762
262		1809
263		1701
264		1669
265		1683
266		1748
267		1739
268		1705
269		1705
270		1612
271		1713
272		1666
273		1682
274		1705
275		1690
276		1712
277		1669
278		1639
279		1628
280		1745
281		1702
282		1632
283		1662
284		1598
285		1549
286		1623
287		1664
288		1838
289		1699
290		1765
291		1717
292		1752
293		1633
294		1560
295		1569
296		1577
297		1593
298		1530
299		1487
300		1382
301		1421
302		1509
303		1416
304		1328
305		1356
306		1399
307		1292
308		1385
309		1325
310		1305
311		1403
312		1264
313		1190
314		1258
315		1315
316		1181
317		1243
318		1241
319		1246
320		1280
321		1190
322		1146
323		1208
324		1180
325		1147
326		1174
327		1156
328		1134
329		1135
330		1130
331		1201
332		1138
333		1149
334		1113
335		1100
336		1082
337		1079
338		1143
339		1085
340		1073
341		1048
342		1092
343		1031
344		1044
345		1084
346		1021
347		1000
348		1037
349		1003
350		1019
351		1002
352		1000
353		983
354		1039
355		959
356		995
357		959
358		980
359		1014
360		976
361		953
362		974
363		929
364		950
365		1028
366		954
367		933
368		966
369		994
370		898
371		914
372		859
373		863
374		917
375		902
376		933
377		891
378		906
379		869
380		878
381		895
382		892
383		891
384		858
385		845
386		839
387		869
388		843
389		871
390		840
391		804
392		823
393		822
394		860
395		817
396		885
397		812
398		856
399		803
400		831
401		815
402		805
403		798
404		787
405		804
406		782
407		779
408		811
409		826
410		797
411		750
412		812
413		753
414		757
415		839
416		779
417		738
418		780
419		786
420		817
421		853
422		796
423		795
424		719
425		756
426		729
427		751
428		671
429		733
430		723
431		765
432		744
433		741
434		722
435		759
436		711
437		703
438		710
439		744
440		761
441		719
442		734
443		699
444		664
445		717
446		671
447		691
448		682
449		685
450		659
451		679
452		633
453		672
454		672
455		663
456		659
457		709
458		692
459		682
460		699
461		684
462		715
463		720
464		667
465		713
466		691
467		678
468		707
469		666
